Entity,Code,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂) emissions,Carbon monoxide (CO) emissions,Organic carbon (OC) emissions,Non-methane volatile organic compounds (NMVOC) emissions,Black carbon (BC) emissions,Ammonia (NH₃) emissions,Unnamed: 10,Median,Mean,Std
Belize,BLZ,2008,4939.3916,927.39777,7235.9683,413.58444,6173.62,88.83488,1584.4211,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2009,5813.9053,992.29565,8412.727,430.61966,7409.52,93.132225,1699.0045,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2010,7140.7695,1061.8646,8748.156,453.22772,3696.8284,100.03126,1735.219,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2011,7461.8887,656.8797,8909.359,443.3805,5449.9775,86.46298,1824.6879,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2012,8037.4683,750.0172,9077.464,461.27805,4209.305,91.23483,1906.3048,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2013,7350.3164,742.4651,9628.299,470.02316,3712.6277,92.87116,1944.4708,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2014,7082.3535,715.8616,9430.843,482.8238,3620.3547,94.39327,1890.5597,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2015,7258.3457,736.9304,9579.011,485.0678,3609.336,95.32546,1922.4628,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2016,7195.77,731.89014,9439.682,485.52094,3635.4082,95.40521,1996.0239,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2017,7509.027,760.5759,9554.65,494.2667,3751.4316,97.06201,2075.5508,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2018,7435.0127,751.7442,9568.814,495.56,3714.5884,97.56345,2091.4846,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2019,7255.823,727.0265,9556.823,496.94165,3708.8494,98.35599,2125.3674,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2020,6721.6616,693.878,8719.543,486.73404,3573.4302,94.25743,2155.9856,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2021,6979.1294,732.24097,8814.031,487.8072,3613.1802,94.93505,2198.682,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
Belize,BLZ,2022,6999.3906,720.32,8981.658,486.69357,3658.8928,95.28958,2237.4263,0.0,18.391253499999998,1100.1228559662281,2247.16688884014
